Questions,Answers,Label,Source
What does Elder say about the 'crowd' and its intelligence?,"Elder writes that 'the crowd may be stupid, but it is stronger than you.' This apparent paradox — a crowd can be wrong about direction while being unstoppably powerful in the short run — is essential to trading psychology. A trader who correctly identifies the crowd as wrong but enters too early will be run over by the crowd's momentum before the eventual reversal vindicates their analysis.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
How does Elder describe the psychological mechanism by which support and resistance are created?,"Elder explains that support and resistance exist because traders have memories and feel pain and regret. Traders who bought at a previous support level remember the price and are relieved to get out 'at even' when price returns there, creating selling pressure. Traders who missed a previous rally feel regret and rush to buy when price returns to that level, creating buying pressure. These psychological memories are what make price levels 'sticky.'",Psychology,AllBookStores – The New Trading for a Living (reviews) | https://www.allbookstores.com/The-New-Trading-Living-Psychology/9781118443927
What does Elder say about the psychological state of 'crowd members'?,"Crowd members surrender their individual judgment to the group's momentum. When prices are rising strongly, individuals override their private doubts and buy because 'everyone else' is buying. This collective behaviour amplifies both advances and declines far beyond what fundamentals might justify. Elder teaches traders to remain psychologically separate from the crowd — using indicators to measure crowd sentiment as an external observable rather than surrendering to it.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
"How does Elder explain 'bulls, bears, hogs, and sheep' as psychological archetypes?","Elder uses these Wall Street archetypes to describe psychological types: bulls profit from rising markets; bears from falling markets; hogs get slaughtered by greed (holding too long or sizing too large); and sheep are led by the crowd, following tips and gurus without independent analysis. The hog and sheep archetypes represent the dominant psychological failure modes of retail traders.",Psychology,Barnes & Noble – Trading for a Living | https://www.barnesandnoble.com/w/trading-for-a-living-alexander-elder/1111460382
What is the psychological significance of 'each price representing the consensus of the crowd'?,"Every price at which a transaction occurs is, by definition, the point at which one party's fear of holding is exactly balanced by another's desire to hold. This consensus is psychological — neither purely rational nor random. Understanding that price represents a crowd's momentary agreement allows the technically skilled trader to read the crowd's changing emotional state through price patterns and indicator behaviour.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
How does Elder describe the psychology of a market trend?,"A market trend reflects a sustained consensus among the crowd — buyers consistently more motivated than sellers over a period. Trends are born in uncertainty (when the new consensus is still forming), develop as the crowd builds confidence, and die in euphoria (when everyone is convinced the trend will continue indefinitely). The final stage of crowd consensus is also the most dangerous entry point for late buyers.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological creation of a market bubble?,"A bubble forms when crowd psychology enters a feedback loop: rising prices attract new buyers whose purchases push prices further, validating the crowd's belief that prices will always rise. Elder teaches that the technical indicators — particularly divergences between price and momentum oscillators — are the objective evidence that crowd psychology has reached the euphoric extreme that precedes reversal.",Psychology,ACY Securities – Mass Psychology in Trading: Why Price Moves the Way It Does | https://acy.com/en/market-news/education/mass-psychology-why-price-moves-the-way-it-does-j-o-20251226-105138/
What is Elder's 'managing versus forecasting' distinction in terms of crowd psychology?,Elder advocates managing responses to current crowd behaviour rather than forecasting what the crowd will do. A trader who forecasts the future commits psychologically to a predicted outcome — and will resist exiting when the market contradicts their prediction. A manager who reads current crowd behaviour and responds to what is actually happening has no forecast to defend and can exit immediately when the evidence changes.,Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder explain why prices often overshoot rational fair value?,"Prices overshoot because crowds are not rational in the short term. When fear or greed becomes dominant, the crowd's momentum carries prices beyond any fundamental justification. Elder teaches that this overshoot is predictable from the indicators — oscillators reaching extreme levels, Force Index diverging from price — providing the psychologically aware trader with identifiable exit and entry opportunities at the crowd's emotional extremes.",Psychology,ACY Securities – Mass Psychology in Trading: Why Price Moves the Way It Does | https://acy.com/en/market-news/education/mass-psychology-why-price-moves-the-way-it-does-j-o-20251226-105138/
What does Elder say about the psychology of breakouts and why they often fail?,"Elder teaches that breakouts attract late crowd participation — traders who have been waiting for confirmation rush in after the break. This influx of crowd buying at an already-extended level is precisely what professionals fade: they sell into the crowd's enthusiasm at overextended prices. Understanding that a breakout represents peak crowd consensus, not a beginning, changes the psychological interpretation of this common pattern.",Psychology,ACY Securities – Mass Psychology in Trading: Why Price Moves the Way It Does | https://acy.com/en/market-news/education/mass-psychology-why-price-moves-the-way-it-does-j-o-20251226-105138/
How does Elder describe 'winners feeling rewarded and losers feeling punished' by price movement?,Elder writes that winners feel rewarded when price moves in their favour and losers feel punished when it moves against them. This emotional experience — essentially operant conditioning at the trading terminal — produces irrational behaviour: winners become overconfident and take excessive risks; losers become anxious and exit prematurely or double down. Professionals insulate their decisions from this reward-punishment cycle by focusing on process rather than P&L during the trading session.,Psychology,Medium / Coinmonks – Trading for a Living by Alexander Elder | https://medium.com/coinmonks/trading-for-a-living-by-alexander-elder-fddd428eca5a
What does Elder say about the psychological state required to identify market turns accurately?,"Accurately identifying crowd turning points requires a psychological state that Elder describes as 'cool, calm, and collected.' The trader must be emotionally separated from the crowd's current euphoria or panic — which requires that they have done their analytical work in advance, have clear rules for what constitutes a turn, and have no open position that would bias their reading of the evidence.",Psychology,Barnes & Noble – Trading for a Living | https://www.barnesandnoble.com/w/trading-for-a-living-alexander-elder/1111460382
What is Elder's view on the psychological relationship between the trader and the market crowd?,"Elder teaches that the market crowd is a force the trader must observe and respond to — not join. Profitable trading requires standing apart from the crowd's emotional extremes, entering when the crowd is panicking (in a bullish tide) and exiting when the crowd is euphoric. This requires a psychological stance of deliberate non-conformity: the willingness to act against current sentiment based on analytical evidence.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological trap of following other traders' tips?,"Following tips and advice from others — gurus, newsletters, chat rooms — is psychologically seductive because it externalises the responsibility for trading decisions. If the tip fails, the advisor is to blame. Elder teaches that this externalisation is both psychologically damaging (it prevents the development of independent judgment) and practically ineffective (by the time a tip reaches a retail trader, the professional who generated it has usually already acted on it).",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder explain why 'prices trend because the dominant mass grows more optimistic or pessimistic'?,"Elder uses the EMA as a concrete expression of this principle. When a rising EMA confirms an uptrend, it is measuring the crowd's growing optimism — buyers are consistently willing to pay more over time. When an oscillator shows the crowd briefly more pessimistic (the daily pullback), it signals a temporary emotional dip within the dominant optimism — the ideal psychological moment to align with the crowd's underlying bullish orientation.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder say professionals differ from amateurs in their relationship to crowd emotions?,Amateurs are swept up by crowd emotions — buying when excitement peaks and selling when fear peaks — producing buy-high-sell-low behaviour. Professionals use crowd emotional extremes as contrary indicators: overbought sentiment is a signal to prepare to sell; oversold panic is a signal to prepare to buy. The professional's psychological separation from crowd emotion is what creates the contrarian edge.,Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder mean by 'price is what the greater fool is ready to pay'?,"This quote, which Elder uses to describe speculative bubbles, captures the psychological dynamic of crowd-driven price inflation: price has no fundamental anchor when crowd psychology is driving it — it reflects only what the next buyer (the 'greater fool') is willing to pay. Elder uses this concept to reinforce the importance of selling when crowd enthusiasm is extreme rather than holding on the assumption that yet another buyer will arrive at an even higher price.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
"What does Elder say about technical analysis as 'applied social psychology, like poll-taking'?","Elder draws this parallel to explain that chart analysis does not predict the future based on mathematical laws — it surveys the current emotional state of the market crowd, just as a political poll surveys voter sentiment. Support, resistance, breakouts, and chart patterns are psychological phenomena — the visible traces of crowd behaviour — not physical constants. Understanding them as psychological rather than mathematical makes the trader a social analyst rather than a forecaster.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological damage caused by overconfidence?,"Overconfidence following a winning streak is one of Elder's most frequently cited psychological dangers. After consecutive wins, traders believe they have mastered the market and start deviating from their rules — increasing size beyond the 2% limit, skipping the second-screen confirmation, holding winners too long for more. This psychological hubris sets up the devastating loss that wipes out weeks of gains.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of holding a losing position?,"Holding a losing position is almost always rooted in ego — the refusal to admit the trade is wrong. The pre-set stop-loss is the technical solution to what is fundamentally a psychological problem. Elder teaches that a loss accepted when it is small, in accordance with a pre-made plan, is a rational business decision. A loss that is allowed to grow because of hope or denial is an emotional failure that can become catastrophic.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of exiting winners too early?,"Exiting winners prematurely is driven by fear — specifically the fear that the profit will be taken away. This fear leads traders to lock in small gains before the trade has reached its technical target, producing a pattern where losses are held too long (hoping for recovery) and winners are cut short (afraid of reversal). Elder addresses this asymmetry directly through pre-defined targets and the rule of not moving stops against the position.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is Elder's concept of the 'emotional roller coaster' and how does he recommend managing it?,"Elder describes most traders as riding an emotional roller coaster: elated during winning periods, despairing during losses, making trading decisions based on their current emotional state rather than systematic analysis. The management requires detaching P&L awareness from real-time trading. He recommends tracking grades of trade quality rather than dollar outcomes, so that the focus is on process excellence rather than moment-to-moment profit fluctuation.",Psychology,Goodreads – The New Trading for a Living (reviews) | https://www.goodreads.com/book/show/22505444-the-new-trading-for-a-living
What does Elder say about the psychology of revenge trading?,"Revenge trading — the compulsive urgency to place a new trade immediately after a loss to 'get the money back' — is one of the most destructive psychological patterns Elder identifies. It drives the trader into positions with poor timing, excessive size, and inadequate analysis — all under the influence of frustration and the desperate need to feel 'even' with the market. The 6% Rule's mandatory trading halt is Elder's mechanical intervention against revenge trading.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder use the scuba diving analogy for psychological self-management?,"A professional scuba diver monitors their air supply with constant vigilance, knowing that carelessness means death. Elder uses this analogy to describe the psychological discipline of monitoring the trading account. The money in the account is the trader's air supply; every careless expenditure brings them closer to the surface — and a depleted account means no more trading. This metaphor grounds abstract psychological principles in a visceral, survival-oriented image.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological state of a trader who is 'in the zone'?,"A trader 'in the zone' operates from a state of calm, rule-based engagement where emotional noise has been minimised and analytical judgment is unimpaired. Elder describes a professional trader from Texas who could trade without anyone being able to tell from watching whether he was $2,000 ahead or behind — because winning did not elate him and losing did not deflate him. This equanimity is the psychological target state Elder describes as professional.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological importance of pre-market preparation?,"Pre-market preparation — completing the Triple Screen analysis, identifying entry and exit levels, and calculating position sizes before markets open — is Elder's primary tool for managing psychology during trading hours. By making all analytical decisions when calm and objective, the trader converts intraday execution from a series of high-stakes real-time judgments into the mechanical implementation of a previously decided plan.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is Elder's advice for traders who feel psychologically impaired or distracted?,"Elder explicitly states that traders should not trade when under unusual personal, emotional, or physical stress. Trading while distracted by personal problems, illness, or extreme fatigue introduces psychological impairment into the decision-making process. The correct response is to reduce size to minimum or stand aside entirely until normal psychological function is restored.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder use the 'writing down reasons for entering and exiting' as a psychological tool?,Writing the reasons for every trade decision before it is made serves multiple psychological functions: it forces articulation of the rationale (exposing vague or impulsive logic); it creates a pre-committed benchmark that the trade can be held accountable to; and it prevents post-hoc rationalisation by establishing the contemporaneous reasoning before the outcome is known.,Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
What does Elder say about the psychology of 'not changing the plan while in an open position'?,"Elder states this as a cardinal rule: you must not change your plan while you have an open position. The moment a position is open, the trader's objectivity is gone — every market movement is experienced as personally directed at their position, and the mind generates rationalisations for abandoning the original plan. All plan changes must therefore be made either before entry or after exit, when emotional involvement is minimal.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
What is the psychological significance of Elder's statement that 'you can never control the market but you can learn to control yourself'?,"This statement is Elder's core psychological teaching in a single sentence. Attempting to control markets — through wishing, forecasting, praying, or adding to a losing position — is psychologically exhausting and practically futile. Redirecting that energy toward controlling one's own behaviour — following rules, managing emotions, maintaining discipline — is both achievable and the actual determinant of trading success.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
What does Elder say about the psychological relationship between patience and profitability?,"Elder identifies impatience — trading when there is no clear signal, or rushing entry before all three screens align — as a major source of unnecessary losses. Psychological patience means the willingness to sit in cash, doing nothing, until the market offers a genuinely high-probability setup. He points out that an astute trader enters the market during quiet times and takes profits during wild times — the psychological opposite of how amateurs behave.",Psychology,Medium / Coinmonks – Trading for a Living by Alexander Elder | https://medium.com/coinmonks/trading-for-a-living-by-alexander-elder-fddd428eca5a
What does Elder say about the psychology of 'watching dollars' versus 'watching indicators'?,"Elder recommends that during trading hours, the trader should focus on prices and indicators rather than on the dollar value of their account or what they could buy with the profits. Watching the dollar fluctuation of an open position triggers emotional responses — greed when it rises, fear when it falls — that impair analytical judgment. Focusing on the indicator signals maintains the analytical frame that the trading plan requires.",Psychology,Medium / Coinmonks – Trading for a Living by Alexander Elder | https://medium.com/coinmonks/trading-for-a-living-by-alexander-elder-fddd428eca5a
How does Elder describe the psychology of focusing on process rather than outcome?,Elder teaches that 'the goal of a good trader is not to make money but to trade well.' This reframing of success from financial outcome to process quality has profound psychological benefits: it makes each trade evaluable on its own terms (was the plan followed correctly?) rather than on the unpredictable result; it enables learning from every trade regardless of P&L; and it reduces the emotional swings that outcome-focused trading creates.,Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the difference between 'bending rules' and 'breaking them'?,"Elder views all rule violations as rule breaks — there is no psychologically safe 'bending.' Every deviation from the plan, even once, demonstrates to the trader's own mind that the rules are negotiable. This demonstration makes future violations more likely, gradually eroding the entire framework of discipline. The professional treats their rules as absolute because they understand that partial compliance produces the same psychological degradation as complete non-compliance.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder recommend a trader do immediately after a large loss?,"After a large loss, Elder recommends: (1) stopping trading for the rest of the session; (2) reviewing the trade journal to identify what rule was violated or what psychological state caused the deviation; (3) reducing position size for the next period as a concrete act of self-imposed accountability; and (4) using the experience to update the journal with a specific corrective intention rather than vague promises to 'do better.'",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological danger of a 'hot streak'?,"A hot streak — multiple consecutive winning trades — is paradoxically one of the most dangerous psychological states in trading. It creates the powerful illusion of invincibility, induces rule relaxation ('this trade is so obvious I don't need to size it at 2%'), and sets up the inevitable return to the mean in a psychologically vulnerable, over-exposed position. Elder treats the end of a hot streak with the same caution as the start of a losing one.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of a trader who keeps 'running from failures'?,"A trader who constantly changes systems, markets, and mentors after each failure is running from self-knowledge. The different systems and markets provide new environments for the same psychological patterns to play out again. Elder teaches that genuine improvement requires staying long enough with a system and a journal to accumulate the self-knowledge that enables real change — not escaping the discomfort of failure by seeking a new external fix.",Psychology,Bookey – Trading for a Living Chapter Summary | https://www.bookey.app/book/trading-for-a-living
What does Elder say about the role of physical health in trading psychology?,"Elder notes that physical stress, illness, fatigue, and poor health impair the cognitive and emotional regulation capacities that professional trading requires. He recommends that traders pay attention to their physical state before each session: sleep quality, energy level, and freedom from illness are all factors that affect the quality of psychological control a trader can exercise during the trading day.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder's 'preaching is good for the preacher' comment relate to psychological development?,"Elder states that showing chart patterns and stressing the need for discipline reinforces his own performance. He notes that to master a concept you have to be able to teach it — this acknowledgement captures how articulating and teaching psychological principles serves the teacher's own psychological maintenance, keeping them active rather than allowing them to fade into habit.",Psychology,Amazon – The New Trading for a Living | https://www.amazon.com/New-Trading-Living-Psychology-Discipline/dp/1118443926
What does Elder say about the psychology of 'a trader who cannot explain what they know'?,"Elder writes: 'To master a concept you have to be able to teach it to others. If you can't explain what you think you know, then you really don't know it.' This applies to both technical and psychological knowledge. A trader who cannot clearly articulate their rules, their process, and their psychological vulnerabilities has not truly internalised them — and will revert to unconscious emotional behaviour under pressure.",Psychology,Amazon – The New Trading for a Living | https://www.amazon.com/New-Trading-Living-Psychology-Discipline/dp/1118443926
What does Elder say is the primary psychological difference between winners and losers?,"Winners approach trading from the perspective of a mental discipline: they have clear rules, they follow them consistently, and they do not let outcomes affect their adherence to the process. Losers approach trading from an emotional orientation: they react to market moves, let fear and greed override their plans, and spend their energy looking for external explanations for their failures rather than internal ones.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
What does Elder say about the psychology of 'getting even' with the market?,"The impulse to 'get even' — to recover a loss by immediately trading again with larger size — is one of the most destructive psychological patterns Elder identifies. It treats the market as a personal adversary who has wronged the trader, rather than as an impersonal process that executed a predetermined outcome. This personalisation leads to revenge trades made under emotional impairment, typically amplifying the original loss.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of losing traders who 'trade in a fog'?,"Elder writes that a loser 'trades in a fog and doesn't know why he keeps losing.' If the loser knew the reason for their losses, they would have corrected it and become a winner. The fog is created by denial, selective memory, and the refusal to keep accurate records. The journal is Elder's prescription for clearing this fog: it makes the patterns of losing behaviour visible and undeniable.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What six psychological rules for beginning traders does Elder recommend?,"Elder's six starting rules are: (1) commit to trading for the long haul; (2) learn continuously but maintain healthy scepticism; (3) do not rush to trade — take time to learn; (4) develop a systematic analytical method; (5) develop a money management plan; (6) be aware that you are your own worst enemy through greed, fear, and emotions.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
What does Elder say about the psychological importance of 'healthy scepticism'?,"Healthy scepticism means testing every claimed edge or system against your own data rather than accepting it on faith. Psychologically, this protects the trader from the guru trap — the surrender of independent judgment to an authority. Elder recommends adopting a scientist's disposition: form a hypothesis, test it rigorously, and accept or reject it based on evidence rather than on the persuasiveness of the person presenting it.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
How does Elder describe the psychological difference between a long-haul trader and a short-term speculator?,"The long-haul trader has made a psychological commitment to remain in the market through bad periods, continuing to learn and refine their process over years. The short-term speculator treats each losing stretch as a potential reason to quit, which prevents the sustained experience and self-knowledge development that profitable trading ultimately requires. The commitment to the long haul is as much a psychological prerequisite as any specific trading skill.",Psychology,Goodreads – Trading for a Living (community reviews & quotes) | https://www.goodreads.com/book/show/104311.Trading_for_a_Living
What does Elder say about the psychology of the 'equity curve' as a self-management tool?,"The personal equity curve plots account value over time as an objective record of cumulative trading performance. A rising equity curve confirms that the system and psychological execution are working; a declining curve is objective evidence of a problem that must be diagnosed before trading continues. The equity curve cannot be argued with or rationalised — it reflects the sum of all decisions made, emotional and analytical.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What psychological insight does Elder share about 'an astute trader entering during quiet times'?,Elder observes that astute traders enter the market during quiet times — when the setup is ripe but excitement is low — and take profits during wild times — when the crowd is emotionally extreme and prices are extended. Amateurs do exactly the opposite: they rush in when activity is high (driven by FOMO) and stay out when things are quiet (driven by boredom). This psychological inversion of optimal timing is a direct consequence of emotional rather than analytical decision-making.,Psychology,Medium / Coinmonks – Trading for a Living by Alexander Elder | https://medium.com/coinmonks/trading-for-a-living-by-alexander-elder-fddd428eca5a
What does Elder say about the psychological significance of 'keeping good records'?,"Elder repeatedly states: 'Show me a trader with good records and I'll show you a good trader.' Good records represent a form of psychological accountability — the willingness to confront the unvarnished reality of one's own performance. Traders who avoid keeping records are, in Elder's framework, exhibiting the same denial as the alcoholic who doesn't want to count their drinks.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological danger of not having a trading plan?,"Without a written trading plan, every trade becomes a real-time emotional decision made under the influence of market noise, recent outcomes, and mood. Elder compares this to driving without a map or a destination — the trader wanders wherever the market's current emotional tide takes them. The plan converts the session from an emotional improvisation into the execution of a previously considered strategy.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of 'learning from mistakes'?,"Elder's rule is: 'It is OK to make mistakes, but not OK to repeat them.' This framing removes the shame from mistakes (they are inevitable in learning) while firmly targeting their root cause (failure to understand what went wrong). The journal is the tool that converts each mistake into a learning event — by documenting the reasoning and emotional state that produced it, enabling conscious recognition and correction.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder describe the psychological transformation required to become a 'professional' trader?,"Becoming a professional trader requires a psychological transformation in which the trader transitions from outcome-orientation (winning money) to process-orientation (trading correctly). This shift is more fundamental than any technical skill acquisition — it involves a reorganisation of what 'success' means in trading, what emotional experiences are normal and acceptable, and how failures are processed and used.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of 'setting realistic goals'?,"Unrealistic goals — 'I will double my account this year' — create psychological pressure that distorts decision-making. When progress falls behind an ambitious target, the trader is tempted to increase risk to 'catch up,' producing the very losses that move them further from the goal. Elder recommends setting process goals (maintain 2% maximum risk on every trade; review the journal after every session) rather than financial goals, which are partially outside the trader's control.",Psychology,Bookey – Trading for a Living Chapter Summary | https://www.bookey.app/book/trading-for-a-living
What does Elder say about the psychological value of trading smaller size during learning?,"Trading minimum position size while learning — the recommendation Elder makes to beginners — is primarily a psychological prescription. Small size keeps losses financially trivial, enabling the trader to learn from mistakes without the emotional overwhelm of significant financial pain. The fear and greed that distort decision-making are calibrated to dollar amounts; trade small and the emotions remain manageable enough to observe and learn from.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological challenges unique to trading versus other professions?,"Unlike virtually every other profession, trading provides no colleagues, no managers, and no clients to provide informal feedback, warnings, or accountability. The trader is entirely alone with their own psychological vulnerabilities in an environment designed to exploit them. Elder argues this makes trading arguably the most demanding psychological challenge among all human activities — which is why dedicated psychological self-management is not optional but essential.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological role of the trading community in development?,"Elder founded SpikeTrade and the Traders' Camps specifically because he recognised that community provides the psychological scaffolding that solo trading lacks. Sharing trades, receiving feedback, and being accountable to peers replaces some of the natural accountability structures of other professions. Community membership also combats the isolation-driven irrationality that makes solo trading psychologically vulnerable.",Psychology,Elder.com – About Dr. Elder | https://www.elder.com/about
What does Elder say about the psychology of market 'noise' versus meaningful signals?,Market noise consists of random short-term price fluctuations that are psychologically compelling — they look like signals — but carry no useful information. The psychological challenge is distinguishing between noise and genuine trend: beginners react to noise constantly (overtrading); professionals filter out noise by using longer timeframes and multiple confirming indicators. Developing psychological tolerance for short-term randomness — resisting the urge to react to every tick — is a major element of trading maturity.,Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder describe the 'inner war' between discipline and impulse?,"Elder identifies an ongoing inner war in every trader between the disciplined, rule-following part of the mind and the impulsive, emotion-driven part. Rules are the disciplined part's attempt to bind the impulsive part in advance; the journal's honest review is the mechanism for understanding which part won each session and why. Professional trading is not the absence of impulse — it is the systematic victory of discipline over impulse through pre-committed rules.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychological value of 'having a good system you believe in'?,"Psychological conviction in a trading system is necessary for disciplined execution. A trader who doubts their system will deviate from it at the first challenge, abandoning entries at the critical moment or exiting at the first adverse tick. Building conviction through honest backtesting, paper trading, and careful real-money tracking creates the psychological stability needed to follow the system through normal drawdown periods without abandoning it.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of 'trading against strong trends'?,Attempting to pick tops and bottoms — trading against strong trends — is a psychologically driven error. The trader who 'knows' that the market is overvalued feels compelled to short it before the objective technical evidence of reversal appears. This premature counter-trend positioning combines intellectual arrogance (the belief that the trader's valuation is more reliable than the market's current consensus) with the self-destructive impulse to be 'right' rather than profitable.,Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the psychology of 'analysis paralysis'?,"Analysis paralysis — the inability to act despite clear signals because of excessive doubt — is the opposite of overconfidence but equally destructive. It is usually caused by a previous loss that has made the trader afraid of committing to any position. Elder's prescription is the same as for overconfidence: return to the system, follow the rules, and use position size as a dial — size down (rather than not trading at all) when confidence is low.",Psychology,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
