Questions,Answers,Label,Source
What does Elder say about the psychological challenge of setting and honouring stops?,"Elder identifies the refusal to honour a stop as one of the most common and expensive psychological failures in trading. It is rooted in ego — the inability to admit the trade is wrong. He teaches that accepting a small, pre-planned loss is not a failure but a routine operating cost of professional trading.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder mean when he says every trade needs a 'protective stop'?,A protective stop is Elder's term for the stop-loss order placed at entry specifically to protect the trader's capital. The word 'protective' emphasises its purpose — it is not an afterthought but the primary defence against the market moving violently against the position.,Risk Management,Financial Wisdom TV – Trading for a Living by Dr Alexander Elder | https://www.financialwisdomtv.com/post/trading-for-a-living
What are 'kangaroo tails' and how do they relate to stop placement?,Kangaroo tails — Elder's term for single very tall bars that protrude sharply from a tight cluster of prices — often signal trend reversals. A trader who holds a position through a kangaroo tail without a stop risks a sudden large adverse move. Elder uses them both as entry signals (false breakout reversals) and as warnings that existing stops may need to be tightened.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does Elder's view of support and resistance affect stop placement?,Elder teaches that support and resistance are not rigid walls but flexible zones — like a wire fence on a farm rather than a pane of glass. This means stops placed exactly at support levels may be triggered by minor violations before the level holds. Elder prefers stops placed slightly beyond the support zone to absorb normal false breakouts.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
"Why does Elder say holding a trade through an earnings report is gambling, not trading?","Earnings reports introduce binary uncertainty that cannot be controlled with a stop-loss — the gap up or down at open can be far beyond the stop level. Elder teaches that holding through an earnings announcement converts a disciplined trade into a gamble with undefined risk, which directly violates the principles of the 2% Rule.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the difference between a stop-loss and a profit target in Elder's framework?,A stop-loss protects capital by capping downside risk. A profit target protects gains by defining when 'enough is enough.' Elder treats both as pre-committed decisions made before entry — the stop defines the maximum acceptable loss; the target defines the acceptable gain — together bounding the trade's risk-reward profile.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the word 'enough' in relation to profit targets?,Elder calls 'enough' the power word when setting profit targets. He teaches that traders who chase the last bit of profit in a move inevitably give back gains trying to squeeze out more than the market intends to give. Defining a realistic profit target in advance — and exiting when it is reached — is a key discipline of professional risk management.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder recommend adjusting stop-losses as a trade moves in favour?,"Once a trade is profitable, Elder recommends progressively trailing the stop to lock in gains — moving it up under each new higher low in an uptrend, for example. This converts a trade with defined downside risk into one that has a guaranteed minimum profit as the stop moves above the entry price.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What does Elder say about adding to winning positions and stop management?,"Elder approaches adding to winning positions cautiously. Each additional trade must have its own stop-loss placed at a technically appropriate level, and the combined risk of the entire enlarged position must still satisfy the 2% Rule — meaning the total dollar risk on all portions cannot exceed 2% of account equity.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder recommend for stops when using the Force Index?,"Elder uses a two-day EMA of the Force Index to manage stops on open positions. In a weekly uptrend, he adds to long positions when the Force Index turns negative (a short-term pullback) and raises his stop when the Force Index recovers — using the indicator's rhythm to trail the stop systematically rather than arbitrarily.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is Elder's instruction for exiting a position when the Impulse System changes colour?,"When the Impulse System bar transitions from green or blue to red — indicating that both the EMA slope and MACD-Histogram are falling — Elder treats this as a signal to exit long positions. The colour change provides a systematic, rule-based exit trigger that does not rely on discretion or emotional judgment.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
What does Elder say about using limit orders for entry versus market orders for stops?,"Elder almost always uses limit orders for entries to control slippage and ensure a favourable price. However, when a stop-loss is triggered, he switches to market orders to guarantee exit — because when a trade is going against you, getting out quickly is more important than saving a few ticks on the exit price.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How do false breakouts affect stop placement strategy?,"False breakouts — brief excursions beyond support or resistance that quickly reverse — are among the most common causes of stop-outs in otherwise good trades. Elder responds by placing stops just beyond the range of recent price noise rather than directly at support/resistance lines, giving the position room to absorb brief false moves.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is Elder's view on the 'stop hunt' phenomenon?,Elder is aware that professional traders and market makers monitor clusters of stop orders at obvious technical levels. A brief push through a key level can trigger these stops and provide liquidity before the market reverses. His response is to place stops at slightly unconventional levels — away from round numbers and obvious clustering points.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder's stop placement philosophy reflect his view of trading as a profession?,"Elder teaches that placing and honouring stops is what distinguishes professional traders from gamblers. Gamblers hold positions indefinitely, hoping for reversal. Professionals pre-define their maximum acceptable loss before entry and exit without hesitation when that level is reached — treating each stop-out as a routine business expense, not a personal failure.",Risk Management,Financial Wisdom TV – Trading for a Living by Dr Alexander Elder | https://www.financialwisdomtv.com/post/trading-for-a-living
What does Elder mean by 'a stop on the account' versus 'a stop on a trade'?,"A stop on a trade (the stop-loss order) limits damage from any single position. A stop on the account (the 6% Rule) limits damage across all positions in a given month. Together, they create a two-tiered risk architecture: the trade-level stop prevents individual disasters; the account-level stop prevents cumulative disasters.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
Why does Elder consider record-keeping a component of risk management?,"Elder places record-keeping alongside the 2% and 6% Rules as part of the Iron Triangle of risk control because without records, a trader cannot know whether their system is working, whether losses are within expected parameters, or whether a dangerous pattern of behaviour is developing. Records are the feedback loop that makes all other risk controls functional.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder's trader spreadsheet track beyond profit and loss?,"Elder's trader spreadsheet tracks entry date, exit date, entry price, exit price, commissions, exchange fees, gross and net P&L, the source of the trade idea, the method used to find the trade, and — crucially — Buy Grade, Sell Grade, and Trade Grade for every trade.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the Buy Grade in Elder's record-keeping system?,The Buy Grade measures the quality of the entry: (High of entry day − Buy price) ÷ (High − Low of entry day). A score above 50% means the trader bought in the lower half of the day's range — an excellent entry. Consistently low Buy Grades reveal that the trader is chasing prices rather than waiting for value.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the Sell Grade in Elder's record-keeping system?,The Sell Grade measures the quality of the exit: (Sell price − Low of exit day) ÷ (High − Low of exit day). A score above 50% means the trader sold in the upper half of the day's range. Consistently low Sell Grades indicate the trader is panicking out at the bottom rather than exiting at strength.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the Trade Grade in Elder's record-keeping system?,The Trade Grade evaluates the overall quality of a trade: (Sell price − Buy price) ÷ (Upper channel line − Lower channel line at entry). This measures what percentage of the available price channel the trader actually captured. A Trade Grade above 30% qualifies as an A-quality trade.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about the link between good records and good trading?,Elder states explicitly: 'Show me a trader with good records and I'll show you a good trader. Show me a trader with poor or non-existent records and I'll show you an average trader — and an average trader loses money.' He views record-keeping as the single clearest predictor of long-term trading success.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder mean by a 'visual diary' of trades?,"A visual diary consists of saved chart screenshots taken on the day of entry and the day of exit, annotated with the trader's reasoning and observations at the time. Reviewing these visual records reveals patterns — what setups actually worked, what exit behaviour was costing profit — in a way that numbers alone cannot show.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does the personal equity curve function as a risk management tool?,"The personal equity curve plots account value over time. A rising equity curve confirms the trading system is working. A declining or sideways equity curve is an early warning signal that the system is underperforming — prompting the trader to reduce size, pause, or investigate the cause of deterioration before losses compound.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does a downtrend in the personal equity curve tell a trader?,"A downtrend in the equity curve tells the trader that something has changed — either the market environment no longer fits the system, the trader's execution has deteriorated, or a psychological issue is causing rule violations. Elder says the correct response is to reduce position size or stop trading until the cause is identified and corrected.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
"What is Elder's rule 'it is OK to make mistakes, but not OK to repeat them'?","This rule, from Step by Step Trading, encapsulates why records are essential. A trader who does not document their trades has no way of knowing whether they are repeating the same mistakes. Records transform trading experience into structured learning — making each mistake a one-time tuition payment rather than a recurring cost.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
Why does Elder compare good record-keeping to weight control?,"Elder writes that record-keeping is comparable to tracking your weight. If you do not know how much you weigh and how much you are gaining or losing, it is impossible to improve your health. Similarly, without detailed trade records, a trader cannot know what they are winning or losing, making improvement impossible.",Risk Management,Financial Wisdom TV – Trading for a Living by Dr Alexander Elder | https://www.financialwisdomtv.com/post/trading-for-a-living
What numerical records does Elder require for every trade?,"For every trade, Elder requires the trader to record: entry price, exit price, entry and exit dates, number of shares, long or short, commissions, exchange fees, gross and net profit or loss, source of the trade idea, analytical method used, and the Buy, Sell, and Trade Grades.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What do the 16 traders in 'Entries and Exits' have in common according to Elder?,"After the book Entries and Exits was published, people kept asking Elder what the 16 featured traders had in common. Despite their differences in style, market, and timeframe — men and women, long-term and short-term, stocks and futures, American and foreign — they all kept excellent records.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does Elder use trade grading to improve risk management?,"By grading each trade's Buy, Sell, and Trade quality numerically, Elder creates a measurable performance dataset. A trader who consistently scores low Buy Grades is paying too much on entry — reducing the risk-reward ratio before the trade even begins. Grading reveals execution problems that would otherwise remain hidden in overall P&L numbers.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the relationship between record-keeping and the equity curve?,"The equity curve is built from the cumulative results recorded in the trading spreadsheet. Without accurate records, the equity curve cannot be drawn accurately. The equity curve is the summary output of all risk decisions; the records are the inputs that make it meaningful.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder mean when he says records 'make you your own teacher'?,"Elder uses this phrase throughout his books to convey that trading improvement comes from self-directed learning — analysing your own past behaviour, identifying patterns, and adjusting. No external teacher can observe every trade you take; your records are the only comprehensive record of your own strengths, weaknesses, and blind spots.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does the trading journal complement the spreadsheet in Elder's system?,"The spreadsheet captures numerical data — prices, sizes, grades, P&L. The trading journal captures the qualitative dimension — the trader's reasoning at the time of entry, their emotional state, their concerns, and their post-trade assessment. Together they create a complete picture that allows both analytical and psychological review.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why does Elder say poor record-keeping is a form of self-deception?,"Traders who keep no records avoid confronting the reality of their performance. They can maintain the illusion that they are doing better than they actually are, or attribute losses to bad luck rather than bad decision-making. Elder says this is the trading equivalent of an alcoholic not counting how many drinks they've had.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the frequency of reviewing trading records?,Elder recommends reviewing records regularly — ideally after every trade and again at the end of each week and month. The weekly review monitors the progression toward the 6% monthly limit; the monthly review analyses the equity curve and grades to identify systemic patterns in both wins and losses.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does tracking slippage in records contribute to risk management?,"Elder notes that the average trader spends three times more on slippage than on commissions — yet most traders never track it. Recording the price at order placement versus the fill price reveals the true cost of execution, allowing the trader to adjust their entry timing, switch to limit orders, or choose more liquid instruments to reduce slippage.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder mean by the fourth pillar that ties the Three Ms together?,"Elder identifies record-keeping as the fourth factor that integrates Mind, Method, and Money. Psychology tells you how to manage yourself; method tells you what to trade; money management tells you how much to risk. But without records, there is no feedback loop connecting these three pillars — no way to learn what is working and what is not.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is the 'Iron Triangle' and how does record-keeping fit into it?,"Elder's Iron Triangle of risk control consists of three mutually reinforcing elements: discipline (following rules consistently), risk control (the 2% and 6% Rules), and record-keeping (the trade journal and equity curve). Remove any one side and the structure collapses. Records are not optional — they are architecturally essential.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
How does Elder's concept of 'A-trade' relate to record-keeping?,An A-trade is one that meets all of Elder's entry criteria across every screen and satisfies the Iron Triangle risk parameters. Keeping records of which trades were classified as A-trades — and tracking their actual outcomes versus B- or C-trades — allows the trader to verify empirically that their highest-conviction setups actually outperform lower-quality ones.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about traders who throw away brokerage statements?,Elder uses the image of traders who throw away brokerage statements and keep no records as a direct analogy to alcoholics who refuse to count their drinks. Both are engaged in denial — avoiding the confrontation with reality that accurate tracking would force. He says this behaviour is a hallmark of losing traders.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does the daily homework routine support risk management?,"Elder's daily homework — reviewing charts and updating records at the end of each trading day — ensures that the equity curve is current, open risk is accurately tallied against the 6% limit, and the visual diary is populated before memories fade. This discipline prevents small oversights from compounding into systemic blind spots.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is position sizing and why is it central to Elder's risk framework?,"Position sizing is the process of determining how many shares, contracts, or lots to trade on each position. Elder considers it central because the same entry signal executed with the wrong position size can produce either an acceptable loss or a devastating one. The Iron Triangle formula — maximum risk ÷ risk per share — makes position sizing mathematical rather than discretionary.",Risk Management,SteadyOptions – How Position Sizing Impacts Your Returns | https://steadyoptions.com/articles/position-sizing/
How does the Iron Triangle formula calculate position size?,Position size = (2% of account equity) ÷ (entry price − stop-loss price). The numerator is the maximum dollar risk allowed by the 2% Rule; the denominator is the per-share risk defined by the distance from entry to stop. Dividing the first by the second gives the maximum number of shares to trade.,Risk Management,StockCharts ChartWatchers – Dr Elder Joins ChartWatchers | https://stockcharts.com/articles/chartwatchers/2010/05/dr-alexander-elder-joins-chartwatchers.html
What happens to position size when the stop is set tighter?,"A tighter stop means less risk per share. With less risk per share and the same 2% dollar risk limit, the Iron Triangle formula produces a larger permitted position size. Tighter stops allow larger positions — which is why securing a high-quality entry near support is so important in Elder's framework.",Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
What happens to position size when the stop is set wider?,"A wider stop means more risk per share. The same 2% dollar risk limit divided by a higher per-share risk produces a smaller permitted position size. Wide stops force the trader into small positions — which is the correct outcome, because a wide stop reflects greater uncertainty about the trade's immediate direction.",Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
Why does Elder say position sizing is the key differentiator between professionals and amateurs?,"Elder observes that most amateurs spend approximately zero time on position sizing calculations, instead making impulsive size decisions based on recent trade outcomes. Professionals, by contrast, may spend up to a third of their research time on risk and position sizing calculations, treating it as an equally important input as the trade signal itself.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does improving entry quality affect position sizing under the 2% Rule?,"Improving entry quality — buying closer to the low of the day, near a tight support level — reduces the distance to the logical stop-loss. A smaller entry-to-stop distance means less risk per share, which allows a larger position within the same 2% dollar risk limit. Elder's Iron Triangle rewards disciplined entries with larger permissible sizes.",Risk Management,StockCharts ChartWatchers – Dr Elder Joins ChartWatchers | https://stockcharts.com/articles/chartwatchers/2010/05/dr-alexander-elder-joins-chartwatchers.html
What is the relationship between the buy grade and risk management?,"A high buy grade (buying near the low of the day's range) reduces the entry-to-stop distance, lowering per-share risk and allowing a larger position under the 2% Rule. A low buy grade (buying near the high of the day) widens the entry-to-stop distance unnecessarily, forcing a smaller position and reducing the potential reward-to-risk ratio.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about the sweet spot for a beginner's account size?,"Elder recommends that beginners aim for an account in the $20,000 to $50,000 range. This range is large enough to diversify across multiple positions and absorb normal losses without immediate ruin, yet small enough that the dollar amounts involved do not create overwhelming psychological pressure or a false sense of security.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the risk of trading a very small account under the 2% Rule?,"With a very small account — say $5,000 — 2% equals only $100 per trade. On most stocks with reasonable stop distances, this permits buying only a handful of shares. The resulting positions may be too small to diversify effectively and the trading costs (commissions and slippage) may consume a disproportionate share of any gains.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does the 2% Rule interact with diversification?,"If every trade risks 2% and the 6% Rule limits total monthly risk to 6%, the trader can hold at most three simultaneous positions at full 2% risk. This natural constraint promotes diversification by preventing the trader from concentrating too heavily in any single position or sector.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about reducing position size after a losing streak?,"Elder recommends cutting position size — potentially to the minimum — after a series of losses, especially as the 6% monthly limit approaches. Smaller positions reduce financial exposure while allowing the trader to stay engaged with the market, rebuild confidence, and diagnose the cause of the losing streak without risking further significant damage.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder use channel width to evaluate trade quality?,Elder divides the daily channel — the vertical distance between the upper and lower envelope lines — into a benchmark for trade quality. A trade that captures more than 30% of the channel's width earns an A grade. This metric evaluates whether the trader is entering at the right point in the channel to capture a meaningful portion of the expected price movement.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder mean by 'don't swing for the fences'?,"Elder advises against trying to capture the maximum possible gain from every trade. Setting realistic, achievable targets — capturing 30–40% of the channel rather than trying to catch the absolute top — produces more consistent results and fewer trades that are held too long and give back profits while waiting for an improbable extreme.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does Elder approach the decision to scale out of a position?,"Elder sometimes exits a position in two or more instalments — selling the first portion when the initial profit target is reached and leaving the rest to run with a trailing stop. This approach locks in a portion of the gain while preserving exposure to further upside, balancing the competing demands of capital protection and profit maximisation.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the risk-reward ratio and how does Elder use it?,"The risk-reward ratio compares the potential profit of a trade (distance from entry to target) to the potential loss (distance from entry to stop). Elder seeks trades where the potential reward is at least twice the risk — a 2:1 ratio — as a minimum standard. Higher ratios (3:1 or better) are preferred, particularly with ATR-based targets.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
How does the ATR help define both stops and targets simultaneously?,The ATR measures a security's typical daily price range. Elder uses multiples of the ATR to set both stops (entry minus 2 × ATR for longs) and targets (entry plus 3 × ATR or more). This creates a built-in minimum 1.5:1 risk-reward ratio and ensures that both the stop and target are calibrated to the security's actual volatility.,Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
What does Elder say about the relationship between the reward-to-risk ratio and win rate?,"Elder teaches that a trading system with a 3:1 reward-to-risk ratio can be profitable even with a win rate well below 50%. For example, a system that wins only 40% of the time but makes three times as much on winners as it loses on losers will produce a positive expectancy over time — demonstrating why risk-reward discipline matters as much as raw win rate.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
What does Elder say about a beginner who trades to learn versus to earn?,"Elder explicitly frames early trading as an educational investment rather than an income-generating activity. He compares it to dental or engineering school — you would not expect to earn a living from it in the first year. He advises beginners to trade minimum size, keep rigorous records, and focus on learning correct process rather than maximising profit.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does Elder's approach to position sizing differ from simply using a fixed lot size?,A fixed lot size ignores both the trader's current account equity and the specific risk of each trade. Elder's Iron Triangle approach dynamically adjusts position size based on actual account equity and the current trade's stop distance. This produces consistent dollar risk across all trades regardless of how different the setups or securities are.,Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
How does Elder account for slippage in position sizing?,"Elder recommends including an allowance for slippage in the risk calculation, since the actual exit price when a stop is triggered may be slightly worse than the stop level — particularly in fast markets. Including a realistic slippage estimate in the per-share risk calculation ensures the true dollar risk remains within the 2% cap even in adverse conditions.",Risk Management,BWTS Ask Colin – Could you explain the 6% Rule | https://www.bwts.com.au/resources/ask-colin/817-could-you-explain-the-6-rule-as-opposed-to-the-2-rule-and-sugges.html
What is the risk of over-diversifying under Elder's framework?,"While diversification reduces concentration risk, over-diversifying spreads the trader's attention too thinly. Elder recommends maintaining a manageable watchlist — ideally reviewing no more than five charts daily with full attention rather than twenty charts occasionally. Over-diversification also fragments position sizes to the point where transaction costs become a significant percentage of each trade.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does Elder handle the risk in leveraged instruments like futures and forex?,"In leveraged instruments, Elder applies the same 2% and 6% Rules but uses the actual dollar value of the contract to calculate per-unit risk — not the margin required. He warns against overleveraging in volatile conditions and recommends reducing position sizes when implied volatility rises, to keep actual dollar risk within the 2% cap.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the relationship between account size and psychological pressure?,"Elder observes that very small accounts create pressure to overtrade (to recover losses quickly) while very large accounts create a false sense of security that can lead to underdisciplined risk management. His recommended $20,000–$50,000 beginner range occupies a psychological sweet spot where losses are consequential enough to teach discipline but not so large as to cause panic.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about staging into a position?,"Elder supports building a position in stages — entering an initial position when the setup qualifies, and adding to it on confirmation (such as a second pullback or an improved entry) — as long as the combined risk of all increments still satisfies the 2% Rule. Staging in allows a larger final position with a lower average entry price.",Risk Management,BWTS Ask Colin – Could you explain the 6% Rule | https://www.bwts.com.au/resources/ask-colin/817-could-you-explain-the-6-rule-as-opposed-to-the-2-rule-and-sugges.html
How does the Impulse System affect position sizing decisions?,Elder uses the Impulse System as a position sizing filter: full-size positions are reserved for green-bar (fully bullish) conditions; reduced positions may be taken on blue-bar (neutral) conditions; no long positions are taken on red-bar conditions. This systematically scales exposure to the strength of the prevailing trend signal.,Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
What is the risk of adding to a losing position?,Adding to a losing position — sometimes called 'averaging down' — increases exposure to a trade that the market has already signalled is wrong. Elder strongly discourages this practice because it violates the principle of letting the market confirm your thesis. It also risks exceeding the 2% limit as the expanded position and its wider-than-planned stop inflate total dollar risk.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
